FileName,SW_I_Step,ECUName,DTCCode,Description,FaultCategory,Status,OccurrenceCounter,AgingCounter,Priority,EventTimestamp,RiskScore,RSSI,GPS_Status,Network_Type,Speed,Voltage,CAN_Load,Eth_Status,Bus_Errors,Ignition,RPM,Coolant_Temp,Fuel_Pressure,Boost_Pressure,Engine_Load,AC_Voltage,Charge_Current,Battery_Temp,SOC,Input_Freq,Battery_Voltage,Door_Status,Lock_State,Window_Pos,Lane_Confidence,Visibility,Image_Quality,Light_Level,Cabin_Temp,Blower_Speed,Evap_Temp,Ambient_Temp,AC_Pressure,Gear,Oil_Temp,Turbine_Speed,Clutch_Pressure,Output_Speed,CPU_Load,Lane_State,Object_Count,Steering_Angle,Driver_Torque,Motor_Current,Supply_Voltage,Wheel_FL,Wheel_FR,Brake_Pressure,Yaw_Rate,Vehicle_Speed,Target_Distance,Relative_Speed,Temperature,SOH,HV_Voltage,Cell_Temp_Max,Cell_Temp_Min,Seat_Occupancy,Crash_Counter,Belt_Status
Prod_Diagnostic_04.txt,24-07-510,TCM,0X78BD,TCM specific fault 2,ECU Specific/Other,Intermittent,32,13,4,2026-05-16 05:05:00,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.0,32.0,815.0,780.0,226.0,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_04.txt,24-07-510,TCM,0X185E,Sensor range fault,Sensor,Stored,15,17,3,2026-05-06 14:36:00,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.0,792.0,785.0,508.0,563.0,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_04.txt,24-07-510,TCM,0X2CFB,TCM performance issue 4,Performance,Intermittent,8,8,5,2026-05-27 11:34:00,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.0,775.0,43.0,779.0,737.0,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_04.txt,24-07-510,TCM,0X9BDD,TCM specific fault 5,ECU Specific/Other,Active,28,3,2,2026-05-10 01:28:00,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,357.0,883.0,837.0,90.0,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_04.txt,24-07-510,ECM,0XED83,ECM specific fault 1,ECU Specific/Other,Active,50,7,2,2026-05-26 23:37:00,390,,,,,,,,,,706.0,360.0,882.0,728.0,625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_04.txt,24-07-510,ECM,0X3A7D,ECM specific fault 2,ECU Specific/Other,Intermittent,9,6,2,2026-05-26 01:36:00,249,,,,,,,,,,360.0,546.0,288.0,612.0,552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_04.txt,24-07-510,ECM,0X62DA,Voltage fault,Voltage,Intermittent,19,9,5,2026-05-09 16:57:00,319,,,,,,,,,,696.0,835.0,98.0,139.0,986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_04.txt,24-07-510,ECM,0XFB34,ECM specific fault 4,ECU Specific/Other,Active,18,20,2,2026-05-23 04:15:00,358,,,,,,,,,,150.0,729.0,330.0,849.0,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_04.txt,24-07-510,ECM,0X8D4D,ECM specific fault 5,ECU Specific/Other,Active,37,20,3,2026-05-21 13:24:00,397,,,,,,,,,,463.0,78.0,649.0,814.0,902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,ADAS,0X222D,ADAS performance issue 1,Performance,Intermittent,1,11,3,2026-05-05 12:55:00,261,,,,560.0,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.0,583.0,431.0,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,ADAS,0XD342,Voltage fault,Voltage,Stored,50,2,1,2026-05-19 02:00:00,170,,,,62.0,945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,221.0,41.0,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,ADAS,0X91B1,ADAS specific fault 3,ECU Specific/Other,Stored,41,16,4,2026-05-14 22:25:00,221,,,,631.0,551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,656.0,550.0,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,ADAS,0X5708,Voltage fault,Voltage,Active,20,2,5,2026-05-07 04:34:00,420,,,,782.0,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.0,401.0,601.0,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,ADAS,0X5F67,Communication fault,Communication,Intermittent,28,7,1,2026-05-08 02:59:00,248,,,,624.0,627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.0,119.0,465.0,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,TCU,0X5F2D,Communication fault,Communication,Intermittent,48,5,1,2026-05-01 22:08:00,268,719.0,12.0,168.0,509.0,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,TCU,0X95E3,Sensor range fault,Sensor,Intermittent,47,8,2,2026-05-12 04:47:00,287,800.0,895.0,276.0,751.0,908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,TCU,0XD57C,Communication fault,Communication,Active,22,13,3,2026-05-17 02:16:00,382,730.0,999.0,591.0,643.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,TCU,0X8487,TCU specific fault 4,ECU Specific/Other,Intermittent,24,1,4,2026-05-28 18:10:00,304,377.0,162.0,262.0,792.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,TCU,0XBC93,TCU performance issue 5,Performance,Intermittent,8,7,5,2026-05-01 01:54:00,308,884.0,13.0,251.0,48.0,484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,HVAC,0X720A,Sensor range fault,Sensor,Active,12,1,5,2026-05-26 22:47:00,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.0,430.0,230.0,330.0,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,HVAC,0XFA75,HVAC specific fault 2,ECU Specific/Other,Intermittent,21,8,1,2026-05-19 11:07:00,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.0,690.0,924.0,54.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,HVAC,0XDDE9,Voltage fault,Voltage,Intermittent,3,12,1,2026-05-15 09:49:00,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.0,319.0,336.0,89.0,567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,HVAC,0X120A,HVAC specific fault 4,ECU Specific/Other,Stored,13,9,5,2026-05-26 09:47:00,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.0,249.0,476.0,378.0,606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,HVAC,0XD5C9,HVAC specific fault 5,ECU Specific/Other,Active,47,17,2,2026-05-05 00:59:00,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,25.0,239.0,555.0,355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,BCM,0X65C3,Communication fault,Communication,Active,49,12,3,2026-05-04 06:33:00,409,,,,,,,,,985.0,,,,,,,,,,,244.0,430.0,504.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,BCM,0XC62E,Voltage fault,Voltage,Stored,6,1,2,2026-05-28 16:26:00,146,,,,,,,,,470.0,,,,,,,,,,,718.0,918.0,382.0,998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,BCM,0XA4AD,Communication fault,Communication,Active,33,4,4,2026-05-03 18:36:00,413,,,,,,,,,988.0,,,,,,,,,,,64.0,446.0,679.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,BCM,0X5AAB,Voltage fault,Voltage,Stored,21,12,3,2026-05-11 14:17:00,181,,,,,,,,,208.0,,,,,,,,,,,240.0,77.0,967.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,BCM,0X2BE5,BCM performance issue 5,Performance,Active,7,5,4,2026-05-15 10:26:00,387,,,,,,,,,988.0,,,,,,,,,,,124.0,549.0,367.0,789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,RADAR,0X83B0,Voltage fault,Voltage,Stored,30,8,1,2026-05-03 05:51:00,150,,,,722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.0,,,,,,,,,,703.0,312.0,714.0,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,RADAR,0X1A53,RADAR performance issue 2,Performance,Active,21,4,1,2026-05-23 07:22:00,341,,,,694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,406.0,526.0,307.0,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,RADAR,0XE1F1,Sensor range fault,Sensor,Active,2,12,4,2026-05-18 23:35:00,382,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.0,,,,,,,,,,256.0,97.0,824.0,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,RADAR,0X2F17,Voltage fault,Voltage,Active,4,7,2,2026-05-07 12:23:00,344,,,,661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961.0,,,,,,,,,,703.0,646.0,87.0,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,RADAR,0XA60B,RADAR performance issue 5,Performance,Stored,5,0,1,2026-05-07 20:28:00,125,,,,927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,829.0,132.0,868.0,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,FCAM,0X2F5D,Sensor range fault,Sensor,Active,30,1,2,2026-05-19 13:52:00,370,,,,31.0,,,,,,,,,,,,,,,,,,,,742.0,405.0,509.0,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,FCAM,0X3C3D,FCAM specific fault 2,ECU Specific/Other,Stored,14,5,3,2026-05-09 14:56:00,174,,,,635.0,,,,,,,,,,,,,,,,,,,,153.0,36.0,629.0,632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,FCAM,0XB5B4,Voltage fault,Voltage,Stored,32,13,5,2026-05-16 01:05:00,232,,,,430.0,,,,,,,,,,,,,,,,,,,,287.0,393.0,141.0,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,FCAM,0X4FC8,FCAM performance issue 4,Performance,Intermittent,35,0,4,2026-05-26 22:22:00,315,,,,497.0,,,,,,,,,,,,,,,,,,,,492.0,558.0,801.0,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,FCAM,0X909C,FCAM performance issue 5,Performance,Stored,25,8,2,2026-05-01 10:38:00,165,,,,831.0,,,,,,,,,,,,,,,,,,,,225.0,31.0,918.0,798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,SRS,0X1EFF,Sensor range fault,Sensor,Stored,34,11,5,2026-05-08 05:06:00,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.0,,,,,254.0,,,,,,,,673.0,247.0,547.0
Prod_Diagnostic_05.txt,24-07-510,SRS,0XD398,Communication fault,Communication,Active,37,12,3,2026-05-27 05:11:00,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.0,,,,,243.0,,,,,,,,607.0,326.0,756.0
Prod_Diagnostic_05.txt,24-07-510,SRS,0XF9FA,Sensor range fault,Sensor,Intermittent,2,11,5,2026-05-19 04:36:00,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.0,,,,,972.0,,,,,,,,193.0,857.0,903.0
Prod_Diagnostic_05.txt,24-07-510,SRS,0X9AC8,SRS specific fault 4,ECU Specific/Other,Stored,12,15,1,2026-05-03 01:14:00,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0,,,,,617.0,,,,,,,,225.0,21.0,490.0
Prod_Diagnostic_05.txt,24-07-510,SRS,0X64EC,Communication fault,Communication,Intermittent,13,4,3,2026-05-23 05:58:00,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.0,,,,,822.0,,,,,,,,865.0,890.0,61.0
Prod_Diagnostic_05.txt,24-07-510,ABS,0X35D0,Communication fault,Communication,Intermittent,46,4,1,2026-05-28 16:55:00,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0,984.0,75.0,383.0,722.0,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,ABS,0XA605,ABS specific fault 2,ECU Specific/Other,Active,22,9,3,2026-05-05 05:46:00,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.0,448.0,811.0,655.0,984.0,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,ABS,0XB630,ABS specific fault 3,ECU Specific/Other,Stored,12,17,5,2026-05-26 11:14:00,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.0,604.0,835.0,180.0,388.0,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,ABS,0XCBE7,Sensor range fault,Sensor,Intermittent,19,4,2,2026-05-24 00:44:00,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.0,587.0,401.0,872.0,790.0,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,ABS,0X184A,ABS performance issue 5,Performance,Active,39,10,5,2026-05-08 20:36:00,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,960.0,509.0,145.0,340.0,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,GW,0X4CED,Communication fault,Communication,Stored,21,5,1,2026-05-27 22:42:00,141,,,,,908.0,655.0,747.0,344.0,458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,GW,0X53E4,Communication fault,Communication,Active,16,2,3,2026-05-09 03:46:00,376,,,,,396.0,2.0,50.0,449.0,751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,GW,0X3A95,GW specific fault 3,ECU Specific/Other,Stored,32,12,3,2026-05-18 12:06:00,192,,,,,808.0,849.0,491.0,885.0,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,GW,0X39A3,Voltage fault,Voltage,Stored,5,1,3,2026-05-01 10:16:00,165,,,,,76.0,975.0,108.0,351.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,GW,0X3931,GW specific fault 5,ECU Specific/Other,Intermittent,5,17,1,2026-05-11 19:39:00,225,,,,,722.0,915.0,495.0,32.0,442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,BMS,0XAB79,Voltage fault,Voltage,Stored,11,1,1,2026-05-11 06:12:00,131,,,,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.0,568.0,740.0,948.0,,,
Prod_Diagnostic_05.txt,24-07-510,BMS,0X53E8,BMS performance issue 2,Performance,Intermittent,19,9,2,2026-05-04 01:25:00,259,,,,,,,,,,,,,,,,,,586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.0,861.0,503.0,158.0,,,
Prod_Diagnostic_05.txt,24-07-510,BMS,0X6C5F,Communication fault,Communication,Active,28,2,3,2026-05-27 21:40:00,388,,,,,,,,,,,,,,,,,,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0,205.0,100.0,27.0,,,
Prod_Diagnostic_05.txt,24-07-510,BMS,0X3BBB,Voltage fault,Voltage,Intermittent,19,2,4,2026-05-28 03:19:00,299,,,,,,,,,,,,,,,,,,804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.0,483.0,501.0,917.0,,,
Prod_Diagnostic_05.txt,24-07-510,BMS,0X2754,Sensor range fault,Sensor,Intermittent,35,12,2,2026-05-12 12:23:00,275,,,,,,,,,,,,,,,,,,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.0,46.0,270.0,451.0,,,
Prod_Diagnostic_05.txt,24-07-510,EPS,0X536E,EPS specific fault 1,ECU Specific/Other,Active,18,18,1,2026-05-05 22:42:00,338,,,,828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,88.0,685.0,353.0,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,EPS,0X79FB,EPS performance issue 2,Performance,Intermittent,15,17,1,2026-05-27 12:52:00,235,,,,704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.0,429.0,989.0,549.0,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,EPS,0XA29D,EPS specific fault 3,ECU Specific/Other,Active,31,9,1,2026-05-13 22:02:00,351,,,,820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.0,585.0,923.0,530.0,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,EPS,0XBD72,EPS performance issue 4,Performance,Intermittent,10,3,4,2026-05-06 05:13:00,290,,,,434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.0,198.0,130.0,44.0,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,EPS,0XBEE1,Communication fault,Communication,Stored,13,20,2,2026-05-27 19:16:00,153,,,,827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,933.0,745.0,937.0,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,OBC,0X2647,Communication fault,Communication,Stored,36,12,5,2026-05-11 08:33:00,236,,,,,,,,,,,,,,,470.0,940.0,895.0,13.0,806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,OBC,0XA66B,OBC performance issue 2,Performance,Intermittent,27,3,4,2026-05-05 04:36:00,307,,,,,,,,,,,,,,,603.0,597.0,777.0,988.0,963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,OBC,0XFCC8,Communication fault,Communication,Active,37,3,3,2026-05-28 17:56:00,397,,,,,,,,,,,,,,,353.0,899.0,421.0,271.0,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,OBC,0XA270,OBC specific fault 4,ECU Specific/Other,Intermittent,31,1,2,2026-05-09 12:09:00,271,,,,,,,,,,,,,,,634.0,624.0,698.0,711.0,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_05.txt,24-07-510,OBC,0X7552,Communication fault,Communication,Stored,45,7,1,2026-05-24 15:58:00,165,,,,,,,,,,,,,,,276.0,919.0,382.0,21.0,346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,BCM,0X5269,Sensor range fault,Sensor,Stored,26,12,1,2026-05-19 22:36:00,146,,,,,,,,,744.0,,,,,,,,,,,836.0,195.0,352.0,731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,BCM,0XBFB2,Voltage fault,Voltage,Intermittent,41,15,3,2026-05-17 09:54:00,301,,,,,,,,,898.0,,,,,,,,,,,175.0,861.0,674.0,572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,BCM,0X5B35,Voltage fault,Voltage,Active,31,4,3,2026-05-24 17:48:00,391,,,,,,,,,697.0,,,,,,,,,,,935.0,188.0,970.0,922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,BCM,0XB789,Sensor range fault,Sensor,Active,15,11,2,2026-05-24 09:26:00,355,,,,,,,,,381.0,,,,,,,,,,,808.0,909.0,340.0,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,BCM,0X5B46,BCM performance issue 5,Performance,Stored,8,15,1,2026-05-28 20:37:00,128,,,,,,,,,73.0,,,,,,,,,,,595.0,967.0,636.0,484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,SRS,0X901F,Voltage fault,Voltage,Active,44,12,5,2026-05-10 13:03:00,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,,,,,892.0,,,,,,,,875.0,155.0,206.0
Prod_Diagnostic_06.txt,26-07-540,SRS,0X78C0,Sensor range fault,Sensor,Intermittent,30,4,3,2026-05-28 22:11:00,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.0,,,,,798.0,,,,,,,,83.0,500.0,647.0
Prod_Diagnostic_06.txt,26-07-540,SRS,0X603B,Voltage fault,Voltage,Intermittent,4,0,4,2026-05-09 06:48:00,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.0,,,,,793.0,,,,,,,,173.0,591.0,163.0
Prod_Diagnostic_06.txt,26-07-540,SRS,0XD903,SRS specific fault 4,ECU Specific/Other,Active,9,19,4,2026-05-21 13:25:00,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0,,,,,440.0,,,,,,,,989.0,489.0,5.0
Prod_Diagnostic_06.txt,26-07-540,SRS,0X98A5,Communication fault,Communication,Active,47,11,1,2026-05-11 16:12:00,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.0,,,,,19.0,,,,,,,,693.0,5.0,752.0
Prod_Diagnostic_06.txt,26-07-540,OBC,0X49EC,Voltage fault,Voltage,Intermittent,23,9,2,2026-05-04 12:32:00,263,,,,,,,,,,,,,,,603.0,314.0,172.0,67.0,844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,OBC,0X5C56,Communication fault,Communication,Stored,30,16,5,2026-05-17 10:27:00,230,,,,,,,,,,,,,,,910.0,704.0,138.0,351.0,924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,OBC,0X6BF7,OBC specific fault 3,ECU Specific/Other,Active,11,12,1,2026-05-08 07:46:00,331,,,,,,,,,,,,,,,135.0,217.0,752.0,23.0,604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,OBC,0X3B42,OBC performance issue 4,Performance,Active,24,20,1,2026-05-13 20:16:00,344,,,,,,,,,,,,,,,790.0,548.0,639.0,50.0,609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,OBC,0XB976,Communication fault,Communication,Active,42,0,1,2026-05-23 03:26:00,362,,,,,,,,,,,,,,,455.0,390.0,127.0,561.0,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,HVAC,0XC3AD,HVAC specific fault 1,ECU Specific/Other,Active,14,20,1,2026-05-10 13:42:00,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,679.0,533.0,277.0,638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,HVAC,0XC362,HVAC performance issue 2,Performance,Active,27,3,5,2026-05-24 19:07:00,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0,117.0,804.0,109.0,510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,HVAC,0XABE7,Voltage fault,Voltage,Active,50,8,5,2026-05-07 11:45:00,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,303.0,165.0,41.0,562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,HVAC,0XF90D,HVAC specific fault 4,ECU Specific/Other,Active,45,15,3,2026-05-08 00:00:00,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.0,92.0,929.0,114.0,856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,HVAC,0XBB45,HVAC performance issue 5,Performance,Stored,10,2,5,2026-05-03 23:46:00,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,927.0,263.0,660.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,ADAS,0X5BC8,ADAS specific fault 1,ECU Specific/Other,Stored,30,1,1,2026-05-27 05:55:00,150,,,,821.0,369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,873.0,298.0,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,ADAS,0X7D0E,Sensor range fault,Sensor,Intermittent,8,3,1,2026-05-01 04:42:00,228,,,,916.0,367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.0,175.0,337.0,,,,,,,,,,,,,,,,,,,
Prod_Diagnostic_06.txt,26-07-540,ADAS,0XAF2E,ADAS specific fault 3,ECU Specific/Other,Stored,47,2,3,2026-05-27 10:11:00,207,,,,468.0,986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,411.0,410.0,,,,,,,,,,,,,,,,,,,
